,Drug_1,Drug_2,Correlation
1828,Canertinib (CI-1033),Entrectinib,-844.0
1829,Canertinib (CI-1033),Erlotinib,1155.0
1830,Canertinib (CI-1033),Flavopiridol,-490.0
1831,Canertinib (CI-1033),Foretinib (XL880),-899.0
1832,Canertinib (CI-1033),GDC-0879,-1335.0
1833,Canertinib (CI-1033),GDC-0941,-513.0
1834,Canertinib (CI-1033),Gefitinib,982.0
1835,Canertinib (CI-1033),Gilteritinib (ASP-2215),-1669.0
1836,Canertinib (CI-1033),Go6976,-972.0
1837,Canertinib (CI-1033),GSK-1838705A,-2019.0
1838,Canertinib (CI-1033),GSK-1904529A,-1405.0
1839,Canertinib (CI-1033),GSK690693,-1456.0
1840,Canertinib (CI-1033),GW-2580,-644.0
1841,Canertinib (CI-1033),Ibrutinib (PCI-32765),-693.0
1842,Canertinib (CI-1033),Idelalisib,-690.0
1843,Canertinib (CI-1033),Imatinib,-1236.0
1844,Canertinib (CI-1033),INK-128,-502.0
1845,Canertinib (CI-1033),JAK Inhibitor I,-1408.0
1846,Canertinib (CI-1033),JNJ-28312141,-1077.0
1847,Canertinib (CI-1033),JNJ-38877605,-1619.0
1848,Canertinib (CI-1033),JNJ-7706621,-1249.0
1849,Canertinib (CI-1033),JQ1,-123.0
1850,Canertinib (CI-1033),KI20227,-437.0
1851,Canertinib (CI-1033),KU-55933,-985.0
1852,Canertinib (CI-1033),KW-2449,-1556.0
1853,Canertinib (CI-1033),Lapatinib,1163.0
1854,Canertinib (CI-1033),Lenalidomide,-1384.0
1855,Canertinib (CI-1033),Lenvatinib,-1095.0
1856,Canertinib (CI-1033),Lestaurtinib (CEP-701),-1331.0
1857,Canertinib (CI-1033),Linifanib (ABT-869),-794.0
1858,Canertinib (CI-1033),Lovastatin,-520.0
1859,Canertinib (CI-1033),LY-333531,-1377.0
1860,Canertinib (CI-1033),Masitinib (AB-1010),-784.0
1861,Canertinib (CI-1033),MGCD-265,-952.0
1862,Canertinib (CI-1033),Midostaurin,-1328.0
1863,Canertinib (CI-1033),MK-2206,-93.0
1864,Canertinib (CI-1033),MLN120B,-915.0
1865,Canertinib (CI-1033),MLN8054,-874.0
1866,Canertinib (CI-1033),Motesanib (AMG-706),-180.0
1867,Canertinib (CI-1033),Neratinib (HKI-272),1734.0
1868,Canertinib (CI-1033),NF-kB Activation Inhibitor,-1816.0
1869,Canertinib (CI-1033),Nilotinib,-173.0
1870,Canertinib (CI-1033),Nutlin 3a,-1075.0
1871,Canertinib (CI-1033),NVP-ADW742,-1381.0
1872,Canertinib (CI-1033),NVP-TAE684,-1797.0
1873,Canertinib (CI-1033),Palbociclib,-1218.0
1874,Canertinib (CI-1033),Panobinostat,-202.0
1875,Canertinib (CI-1033),Pazopanib (GW786034),-1288.0
1876,Canertinib (CI-1033),PD173955,-356.0
1877,Canertinib (CI-1033),Pelitinib (EKB-569),1713.0
1878,Canertinib (CI-1033),PHA-665752,-1338.0
1879,Canertinib (CI-1033),PHT-427,-766.0
1880,Canertinib (CI-1033),PI-103,-574.0
1881,Canertinib (CI-1033),PLX-4720,-710.0
1882,Canertinib (CI-1033),Ponatinib (AP24534),-1132.0
1883,Canertinib (CI-1033),PP242,-1130.0
1884,Canertinib (CI-1033),PRT062607,-1127.0
1885,Canertinib (CI-1033),Quizartinib (AC220),-955.0
1886,Canertinib (CI-1033),RAF265 (CHIR-265),-1942.0
1887,Canertinib (CI-1033),Rapamycin,-509.0
1888,Canertinib (CI-1033),Regorafenib (BAY 73-4506),-1541.0
1889,Canertinib (CI-1033),Roscovitine (CYC-202),-1320.0
1890,Canertinib (CI-1033),Ruxolitinib (INCB018424),-413.0
1891,Canertinib (CI-1033),S31-201,-636.0
1892,Canertinib (CI-1033),Saracatinib (AZD0530),-1429.0
1893,Canertinib (CI-1033),SB-431542,-363.0
1894,Canertinib (CI-1033),Selinexor,-442.0
1895,Canertinib (CI-1033),Selumetinib (AZD6244),-296.0
1896,Canertinib (CI-1033),SGX-523,-1115.0
1897,Canertinib (CI-1033),SNS-032 (BMS-387032),-126.0
1898,Canertinib (CI-1033),Sorafenib,-1275.0
1899,Canertinib (CI-1033),SR9011,-1705.0
1900,Canertinib (CI-1033),Staurosporine,-227.0
1901,Canertinib (CI-1033),STO609,-1398.0
1902,Canertinib (CI-1033),SU11274,-1557.0
1903,Canertinib (CI-1033),Sunitinib,-890.0
1904,Canertinib (CI-1033),Tandutinib (MLN518),-579.0
1905,Canertinib (CI-1033),TG100-115,-782.0
1906,Canertinib (CI-1033),TG101348,-351.0
1907,Canertinib (CI-1033),Tivozanib (AV-951),-951.0
1908,Canertinib (CI-1033),Tofacitinib (CP-690550),-352.0
1909,Canertinib (CI-1033),Tozasertib (VX-680),-975.0
1910,Canertinib (CI-1033),Trametinib (GSK1120212),-342.0
1911,Canertinib (CI-1033),Vandetanib (ZD6474),1952.0
1912,Canertinib (CI-1033),Vargetef,-1669.0
1913,Canertinib (CI-1033),Vatalanib (PTK787),-1424.0
1914,Canertinib (CI-1033),Vemurafenib (PLX-4032),-1530.0
1915,Canertinib (CI-1033),Venetoclax,-1667.0
1916,Canertinib (CI-1033),Vismodegib (GDC-0449),-1097.0
1917,Canertinib (CI-1033),Volasertib (BI-6727),-996.0
1918,Canertinib (CI-1033),VX-745,-790.0
1919,Canertinib (CI-1033),XAV-939,-634.0
1920,Canertinib (CI-1033),YM-155,-790.0
1921,Cediranib (AZD2171),CHIR-99021,-833.0
1922,Cediranib (AZD2171),CI-1040 (PD184352),-1660.0
1923,Cediranib (AZD2171),Crenolanib,649.0
1924,Cediranib (AZD2171),Crizotinib (PF-2341066),-839.0
1925,Cediranib (AZD2171),CYT387,-1445.0
1926,Cediranib (AZD2171),Dasatinib,1523.0
1927,Cediranib (AZD2171),DBZ,-353.0
1928,Cediranib (AZD2171),Doramapimod (BIRB 796),-2097.0
1929,Cediranib (AZD2171),Dovitinib (CHIR-258),682.0
1930,Cediranib (AZD2171),Elesclomol,-1415.0
1931,Cediranib (AZD2171),Entospletinib (GS-9973),-483.0
1932,Cediranib (AZD2171),Entrectinib,-272.0
1933,Cediranib (AZD2171),Erlotinib,-459.0
1934,Cediranib (AZD2171),Flavopiridol,-2129.0
1935,Cediranib (AZD2171),Foretinib (XL880),822.0
1936,Cediranib (AZD2171),GDC-0879,-633.0
1937,Cediranib (AZD2171),GDC-0941,-1649.0
1938,Cediranib (AZD2171),Gefitinib,-156.0
1939,Cediranib (AZD2171),Gilteritinib (ASP-2215),-766.0
1940,Cediranib (AZD2171),Go6976,-1385.0
1941,Cediranib (AZD2171),GSK-1838705A,-635.0
1942,Cediranib (AZD2171),GSK-1904529A,-483.0
1943,Cediranib (AZD2171),GSK690693,-729.0
1944,Cediranib (AZD2171),GW-2580,1747.0
1945,Cediranib (AZD2171),Ibrutinib (PCI-32765),-1321.0
1946,Cediranib (AZD2171),Idelalisib,-1047.0
1947,Cediranib (AZD2171),Imatinib,-317.0
1948,Cediranib (AZD2171),INK-128,-1134.0
1949,Cediranib (AZD2171),JAK Inhibitor I,-1142.0
1950,Cediranib (AZD2171),JNJ-28312141,1026.0
1951,Cediranib (AZD2171),JNJ-38877605,-581.0
1952,Cediranib (AZD2171),JNJ-7706621,-1051.0
1953,Cediranib (AZD2171),JQ1,-1159.0
1954,Cediranib (AZD2171),KI20227,1414.0
1955,Cediranib (AZD2171),KU-55933,-732.0
1956,Cediranib (AZD2171),KW-2449,352.0
1957,Cediranib (AZD2171),Lapatinib,-469.0
1958,Cediranib (AZD2171),Lenalidomide,-211.0
1959,Cediranib (AZD2171),Lenvatinib,1754.0
1960,Cediranib (AZD2171),Lestaurtinib (CEP-701),-1025.0
1961,Cediranib (AZD2171),Linifanib (ABT-869),1104.0
1962,Cediranib (AZD2171),Lovastatin,-1812.0
1963,Cediranib (AZD2171),LY-333531,-108.0
1964,Cediranib (AZD2171),Masitinib (AB-1010),-580.0
1965,Cediranib (AZD2171),MGCD-265,-481.0
1966,Cediranib (AZD2171),Midostaurin,934.0
1967,Cediranib (AZD2171),MK-2206,-1475.0
1968,Cediranib (AZD2171),MLN120B,-1251.0
1969,Cediranib (AZD2171),MLN8054,-1762.0
1970,Cediranib (AZD2171),Motesanib (AMG-706),2155.0
1971,Cediranib (AZD2171),Neratinib (HKI-272),-545.0
1972,Cediranib (AZD2171),NF-kB Activation Inhibitor,-504.0
1973,Cediranib (AZD2171),Nilotinib,-1755.0
1974,Cediranib (AZD2171),Nutlin 3a,-812.0
1975,Cediranib (AZD2171),NVP-ADW742,-222.0
1976,Cediranib (AZD2171),NVP-TAE684,-607.0
1977,Cediranib (AZD2171),Palbociclib,-624.0
1978,Cediranib (AZD2171),Panobinostat,-2178.0
1979,Cediranib (AZD2171),Pazopanib (GW786034),669.0
1980,Cediranib (AZD2171),PD173955,2057.0
1981,Cediranib (AZD2171),Pelitinib (EKB-569),-577.0
1982,Cediranib (AZD2171),PHA-665752,-177.0
1983,Cediranib (AZD2171),PHT-427,-672.0
1984,Cediranib (AZD2171),PI-103,-1315.0
1985,Cediranib (AZD2171),PLX-4720,-1022.0
1986,Cediranib (AZD2171),Ponatinib (AP24534),473.0
1987,Cediranib (AZD2171),PP242,-1344.0
1988,Cediranib (AZD2171),PRT062607,-1398.0
1989,Cediranib (AZD2171),Quizartinib (AC220),347.0
1990,Cediranib (AZD2171),RAF265 (CHIR-265),-656.0
1991,Cediranib (AZD2171),Rapamycin,-2135.0
1992,Cediranib (AZD2171),Regorafenib (BAY 73-4506),1023.0
1993,Cediranib (AZD2171),Roscovitine (CYC-202),-794.0
1994,Cediranib (AZD2171),Ruxolitinib (INCB018424),-2189.0
1995,Cediranib (AZD2171),S31-201,-975.0
1996,Cediranib (AZD2171),Saracatinib (AZD0530),-918.0
1997,Cediranib (AZD2171),SB-431542,-1824.0
1998,Cediranib (AZD2171),Selinexor,-359.0
1999,Cediranib (AZD2171),Selumetinib (AZD6244),-2368.0
2000,Cediranib (AZD2171),SGX-523,-423.0
2001,Cediranib (AZD2171),SNS-032 (BMS-387032),-1891.0
2002,Cediranib (AZD2171),Sorafenib,259.0
2003,Cediranib (AZD2171),SR9011,-436.0
2004,Cediranib (AZD2171),Staurosporine,-2009.0
2005,Cediranib (AZD2171),STO609,-1478.0
2006,Cediranib (AZD2171),SU11274,-921.0
2007,Cediranib (AZD2171),Sunitinib,165.0
2008,Cediranib (AZD2171),Tandutinib (MLN518),877.0
2009,Cediranib (AZD2171),TG100-115,-1417.0
2010,Cediranib (AZD2171),TG101348,-693.0
2011,Cediranib (AZD2171),Tivozanib (AV-951),1145.0
2012,Cediranib (AZD2171),Tofacitinib (CP-690550),-2166.0
2013,Cediranib (AZD2171),Tozasertib (VX-680),535.0
2014,Cediranib (AZD2171),Trametinib (GSK1120212),-2389.0
2015,Cediranib (AZD2171),Vandetanib (ZD6474),501.0
2016,Cediranib (AZD2171),Vargetef,-744.0
2017,Cediranib (AZD2171),Vatalanib (PTK787),505.0
2018,Cediranib (AZD2171),Vemurafenib (PLX-4032),-570.0
2019,Cediranib (AZD2171),Venetoclax,-713.0
2020,Cediranib (AZD2171),Vismodegib (GDC-0449),-1597.0
2021,Cediranib (AZD2171),Volasertib (BI-6727),-1361.0
2022,Cediranib (AZD2171),VX-745,-974.0
2023,Cediranib (AZD2171),XAV-939,-2119.0
2024,Cediranib (AZD2171),YM-155,-1597.0
2025,CHIR-99021,CI-1040 (PD184352),-791.0
2026,CHIR-99021,Crenolanib,-590.0
2027,CHIR-99021,Crizotinib (PF-2341066),-342.0
2028,CHIR-99021,CYT387,-598.0
2029,CHIR-99021,Dasatinib,-527.0
2030,CHIR-99021,DBZ,-510.0
2031,CHIR-99021,Doramapimod (BIRB 796),-832.0
2032,CHIR-99021,Dovitinib (CHIR-258),-714.0
2033,CHIR-99021,Elesclomol,-912.0
2034,CHIR-99021,Entospletinib (GS-9973),-586.0
2035,CHIR-99021,Entrectinib,-493.0
2036,CHIR-99021,Erlotinib,-425.0
2037,CHIR-99021,Flavopiridol,-717.0
2038,CHIR-99021,Foretinib (XL880),-359.0
2039,CHIR-99021,GDC-0879,-862.0
2040,CHIR-99021,GDC-0941,-769.0
2041,CHIR-99021,Gefitinib,-562.0
2042,CHIR-99021,Gilteritinib (ASP-2215),-718.0
2043,CHIR-99021,Go6976,-273.0
2044,CHIR-99021,GSK-1838705A,-794.0
2045,CHIR-99021,GSK-1904529A,-637.0
2046,CHIR-99021,GSK690693,-557.0
2047,CHIR-99021,GW-2580,-323.0
2048,CHIR-99021,Ibrutinib (PCI-32765),-582.0
2049,CHIR-99021,Idelalisib,-1312.0
2050,CHIR-99021,Imatinib,-698.0
2051,CHIR-99021,INK-128,-944.0
2052,CHIR-99021,JAK Inhibitor I,-589.0
2053,CHIR-99021,JNJ-28312141,-892.0
2054,CHIR-99021,JNJ-38877605,-564.0
2055,CHIR-99021,JNJ-7706621,-995.0
2056,CHIR-99021,JQ1,-916.0
2057,CHIR-99021,KI20227,-829.0
2058,CHIR-99021,KU-55933,-1290.0
2059,CHIR-99021,KW-2449,-592.0
2060,CHIR-99021,Lapatinib,-529.0
2061,CHIR-99021,Lenalidomide,-647.0
2062,CHIR-99021,Lenvatinib,-482.0
2063,CHIR-99021,Lestaurtinib (CEP-701),-309.0
2064,CHIR-99021,Linifanib (ABT-869),-471.0
2065,CHIR-99021,Lovastatin,-920.0
2066,CHIR-99021,LY-333531,-575.0
2067,CHIR-99021,Masitinib (AB-1010),-1029.0
2068,CHIR-99021,MGCD-265,-684.0
2069,CHIR-99021,Midostaurin,-804.0
2070,CHIR-99021,MK-2206,-947.0
2071,CHIR-99021,MLN120B,-820.0
2072,CHIR-99021,MLN8054,-342.0
2073,CHIR-99021,Motesanib (AMG-706),-849.0
2074,CHIR-99021,Neratinib (HKI-272),-822.0
2075,CHIR-99021,NF-kB Activation Inhibitor,-452.0
2076,CHIR-99021,Nilotinib,-496.0
2077,CHIR-99021,Nutlin 3a,-787.0
2078,CHIR-99021,NVP-ADW742,-492.0
2079,CHIR-99021,NVP-TAE684,-557.0
2080,CHIR-99021,Palbociclib,-347.0
2081,CHIR-99021,Panobinostat,-557.0
2082,CHIR-99021,Pazopanib (GW786034),-991.0
2083,CHIR-99021,PD173955,-404.0
2084,CHIR-99021,Pelitinib (EKB-569),-509.0
2085,CHIR-99021,PHA-665752,-520.0
2086,CHIR-99021,PHT-427,-1599.0
2087,CHIR-99021,PI-103,-731.0
2088,CHIR-99021,PLX-4720,-632.0
2089,CHIR-99021,Ponatinib (AP24534),-383.0
2090,CHIR-99021,PP242,-959.0
2091,CHIR-99021,PRT062607,-869.0
2092,CHIR-99021,Quizartinib (AC220),-286.0
2093,CHIR-99021,RAF265 (CHIR-265),-477.0
2094,CHIR-99021,Rapamycin,-795.0
2095,CHIR-99021,Regorafenib (BAY 73-4506),-670.0
2096,CHIR-99021,Roscovitine (CYC-202),-720.0
2097,CHIR-99021,Ruxolitinib (INCB018424),-610.0
2098,CHIR-99021,S31-201,-946.0
2099,CHIR-99021,Saracatinib (AZD0530),-954.0
2100,CHIR-99021,SB-431542,-546.0
2101,CHIR-99021,Selinexor,-1080.0
2102,CHIR-99021,Selumetinib (AZD6244),-822.0
2103,CHIR-99021,SGX-523,-779.0
2104,CHIR-99021,SNS-032 (BMS-387032),-463.0
2105,CHIR-99021,Sorafenib,-621.0
2106,CHIR-99021,SR9011,-714.0
2107,CHIR-99021,Staurosporine,-292.0
2108,CHIR-99021,STO609,-1028.0
2109,CHIR-99021,SU11274,-446.0
2110,CHIR-99021,Sunitinib,-603.0
2111,CHIR-99021,Tandutinib (MLN518),-311.0
2112,CHIR-99021,TG100-115,-1015.0
2113,CHIR-99021,TG101348,-921.0
2114,CHIR-99021,Tivozanib (AV-951),-801.0
2115,CHIR-99021,Tofacitinib (CP-690550),-850.0
2116,CHIR-99021,Tozasertib (VX-680),-545.0
2117,CHIR-99021,Trametinib (GSK1120212),-776.0
2118,CHIR-99021,Vandetanib (ZD6474),-722.0
2119,CHIR-99021,Vargetef,-734.0
2120,CHIR-99021,Vatalanib (PTK787),-801.0
2121,CHIR-99021,Vemurafenib (PLX-4032),-298.0
2122,CHIR-99021,Venetoclax,-532.0
2123,CHIR-99021,Vismodegib (GDC-0449),-818.0
2124,CHIR-99021,Volasertib (BI-6727),-329.0
2125,CHIR-99021,VX-745,-1098.0
2126,CHIR-99021,XAV-939,-1061.0
2127,CHIR-99021,YM-155,-828.0
2128,CI-1040 (PD184352),Crenolanib,-600.0
2129,CI-1040 (PD184352),Crizotinib (PF-2341066),-860.0
2130,CI-1040 (PD184352),CYT387,-1416.0
2131,CI-1040 (PD184352),Dasatinib,-1110.0
2132,CI-1040 (PD184352),DBZ,-726.0
2133,CI-1040 (PD184352),Doramapimod (BIRB 796),-986.0
2134,CI-1040 (PD184352),Dovitinib (CHIR-258),-1446.0
2135,CI-1040 (PD184352),Elesclomol,-1244.0
2136,CI-1040 (PD184352),Entospletinib (GS-9973),-493.0
2137,CI-1040 (PD184352),Entrectinib,-661.0
2138,CI-1040 (PD184352),Erlotinib,-545.0
2139,CI-1040 (PD184352),Flavopiridol,-979.0
2140,CI-1040 (PD184352),Foretinib (XL880),-976.0
2141,CI-1040 (PD184352),GDC-0879,1092.0
2142,CI-1040 (PD184352),GDC-0941,-1389.0
2143,CI-1040 (PD184352),Gefitinib,-474.0
2144,CI-1040 (PD184352),Gilteritinib (ASP-2215),-1092.0
2145,CI-1040 (PD184352),Go6976,-938.0
2146,CI-1040 (PD184352),GSK-1838705A,-969.0
2147,CI-1040 (PD184352),GSK-1904529A,-807.0
2148,CI-1040 (PD184352),GSK690693,-1168.0
2149,CI-1040 (PD184352),GW-2580,-1004.0
2150,CI-1040 (PD184352),Ibrutinib (PCI-32765),-1098.0
2151,CI-1040 (PD184352),Idelalisib,-1578.0
2152,CI-1040 (PD184352),Imatinib,-610.0
2153,CI-1040 (PD184352),INK-128,-1078.0
2154,CI-1040 (PD184352),JAK Inhibitor I,-1332.0
2155,CI-1040 (PD184352),JNJ-28312141,-941.0
2156,CI-1040 (PD184352),JNJ-38877605,-795.0
2157,CI-1040 (PD184352),JNJ-7706621,-1233.0
2158,CI-1040 (PD184352),JQ1,-956.0
2159,CI-1040 (PD184352),KI20227,-1010.0
2160,CI-1040 (PD184352),KU-55933,-858.0
2161,CI-1040 (PD184352),KW-2449,-721.0
2162,CI-1040 (PD184352),Lapatinib,-1232.0
2163,CI-1040 (PD184352),Lenalidomide,-524.0
2164,CI-1040 (PD184352),Lenvatinib,-970.0
2165,CI-1040 (PD184352),Lestaurtinib (CEP-701),-1614.0
2166,CI-1040 (PD184352),Linifanib (ABT-869),-980.0
2167,CI-1040 (PD184352),Lovastatin,-980.0
2168,CI-1040 (PD184352),LY-333531,-580.0
2169,CI-1040 (PD184352),Masitinib (AB-1010),-764.0
2170,CI-1040 (PD184352),MGCD-265,-1047.0
2171,CI-1040 (PD184352),Midostaurin,-1097.0
2172,CI-1040 (PD184352),MK-2206,-1280.0
2173,CI-1040 (PD184352),MLN120B,-1018.0
2174,CI-1040 (PD184352),MLN8054,-933.0
2175,CI-1040 (PD184352),Motesanib (AMG-706),-1305.0
2176,CI-1040 (PD184352),Neratinib (HKI-272),-1001.0
2177,CI-1040 (PD184352),NF-kB Activation Inhibitor,-981.0
2178,CI-1040 (PD184352),Nilotinib,-1070.0
2179,CI-1040 (PD184352),Nutlin 3a,-639.0
2180,CI-1040 (PD184352),NVP-ADW742,-538.0
2181,CI-1040 (PD184352),NVP-TAE684,-1034.0
2182,CI-1040 (PD184352),Palbociclib,-1175.0
2183,CI-1040 (PD184352),Panobinostat,-964.0
2184,CI-1040 (PD184352),Pazopanib (GW786034),-1045.0
2185,CI-1040 (PD184352),PD173955,908.0
2186,CI-1040 (PD184352),Pelitinib (EKB-569),-835.0
2187,CI-1040 (PD184352),PHA-665752,-408.0
2188,CI-1040 (PD184352),PHT-427,-870.0
2189,CI-1040 (PD184352),PI-103,-1061.0
2190,CI-1040 (PD184352),PLX-4720,-1030.0
2191,CI-1040 (PD184352),Ponatinib (AP24534),-658.0
2192,CI-1040 (PD184352),PP242,-1367.0
2193,CI-1040 (PD184352),PRT062607,-1722.0
2194,CI-1040 (PD184352),Quizartinib (AC220),-616.0
2195,CI-1040 (PD184352),RAF265 (CHIR-265),1037.0
2196,CI-1040 (PD184352),Rapamycin,-1270.0
2197,CI-1040 (PD184352),Regorafenib (BAY 73-4506),1479.0
2198,CI-1040 (PD184352),Roscovitine (CYC-202),-849.0
2199,CI-1040 (PD184352),Ruxolitinib (INCB018424),-1507.0
2200,CI-1040 (PD184352),S31-201,-428.0
2201,CI-1040 (PD184352),Saracatinib (AZD0530),-1094.0
2202,CI-1040 (PD184352),SB-431542,-582.0
2203,CI-1040 (PD184352),Selinexor,-256.0
2204,CI-1040 (PD184352),Selumetinib (AZD6244),1385.0
2205,CI-1040 (PD184352),SGX-523,-832.0
2206,CI-1040 (PD184352),SNS-032 (BMS-387032),-748.0
2207,CI-1040 (PD184352),Sorafenib,-1104.0
2208,CI-1040 (PD184352),SR9011,-984.0
2209,CI-1040 (PD184352),Staurosporine,-773.0
2210,CI-1040 (PD184352),STO609,-1172.0
2211,CI-1040 (PD184352),SU11274,-1390.0
2212,CI-1040 (PD184352),Sunitinib,-591.0
2213,CI-1040 (PD184352),Tandutinib (MLN518),-1010.0
2214,CI-1040 (PD184352),TG100-115,-1324.0
2215,CI-1040 (PD184352),TG101348,-1421.0
2216,CI-1040 (PD184352),Tivozanib (AV-951),-1795.0
2217,CI-1040 (PD184352),Tofacitinib (CP-690550),-1480.0
2218,CI-1040 (PD184352),Tozasertib (VX-680),-611.0
2219,CI-1040 (PD184352),Trametinib (GSK1120212),1483.0
2220,CI-1040 (PD184352),Vandetanib (ZD6474),-1105.0
2221,CI-1040 (PD184352),Vargetef,-893.0
2222,CI-1040 (PD184352),Vatalanib (PTK787),-879.0
2223,CI-1040 (PD184352),Vemurafenib (PLX-4032),710.0
2224,CI-1040 (PD184352),Venetoclax,-1032.0
2225,CI-1040 (PD184352),Vismodegib (GDC-0449),-1395.0
2226,CI-1040 (PD184352),Volasertib (BI-6727),-1686.0
2227,CI-1040 (PD184352),VX-745,-993.0
2228,CI-1040 (PD184352),XAV-939,-1147.0
2229,CI-1040 (PD184352),YM-155,-1141.0
2230,Crenolanib,Crizotinib (PF-2341066),-922.0
2231,Crenolanib,CYT387,-944.0
2232,Crenolanib,Dasatinib,1277.0
2233,Crenolanib,DBZ,-1058.0
2234,Crenolanib,Doramapimod (BIRB 796),-690.0
2235,Crenolanib,Dovitinib (CHIR-258),1206.0
2236,Crenolanib,Elesclomol,-1027.0
2237,Crenolanib,Entospletinib (GS-9973),-1182.0
2238,Crenolanib,Entrectinib,-724.0
2239,Crenolanib,Erlotinib,-881.0
2240,Crenolanib,Flavopiridol,-1036.0
2241,Crenolanib,Foretinib (XL880),1651.0
2242,Crenolanib,GDC-0879,-343.0
2243,Crenolanib,GDC-0941,-811.0
2244,Crenolanib,Gefitinib,-999.0
2245,Crenolanib,Gilteritinib (ASP-2215),-775.0
2246,Crenolanib,Go6976,-593.0
2247,Crenolanib,GSK-1838705A,-804.0
2248,Crenolanib,GSK-1904529A,-505.0
2249,Crenolanib,GSK690693,-944.0
2250,Crenolanib,GW-2580,1013.0
2251,Crenolanib,Ibrutinib (PCI-32765),-1428.0
2252,Crenolanib,Idelalisib,-1414.0
2253,Crenolanib,Imatinib,-1197.0
2254,Crenolanib,INK-128,-1276.0
2255,Crenolanib,JAK Inhibitor I,-1048.0
2256,Crenolanib,JNJ-28312141,1564.0
2257,Crenolanib,JNJ-38877605,-496.0
2258,Crenolanib,JNJ-7706621,-1389.0
2259,Crenolanib,JQ1,-692.0
2260,Crenolanib,KI20227,1391.0
2261,Crenolanib,KU-55933,-859.0
2262,Crenolanib,KW-2449,933.0
2263,Crenolanib,Lapatinib,-910.0
2264,Crenolanib,Lenalidomide,-680.0
2265,Crenolanib,Lenvatinib,-936.0
2266,Crenolanib,Lestaurtinib (CEP-701),-1152.0
2267,Crenolanib,Linifanib (ABT-869),1180.0
2268,Crenolanib,Lovastatin,-533.0
2269,Crenolanib,LY-333531,-951.0
2270,Crenolanib,Masitinib (AB-1010),-1240.0
2271,Crenolanib,MGCD-265,-1349.0
2272,Crenolanib,Midostaurin,1467.0
2273,Crenolanib,MK-2206,-772.0
2274,Crenolanib,MLN120B,-964.0
2275,Crenolanib,MLN8054,-591.0
2276,Crenolanib,Motesanib (AMG-706),1089.0
2277,Crenolanib,Neratinib (HKI-272),-1074.0
2278,Crenolanib,NF-kB Activation Inhibitor,-1228.0
2279,Crenolanib,Nilotinib,-1101.0
2280,Crenolanib,Nutlin 3a,-1297.0
2281,Crenolanib,NVP-ADW742,-578.0
2282,Crenolanib,NVP-TAE684,-651.0
2283,Crenolanib,Palbociclib,-540.0
2284,Crenolanib,Panobinostat,-487.0
2285,Crenolanib,Pazopanib (GW786034),1826.0
2286,Crenolanib,PD173955,847.0
2287,Crenolanib,Pelitinib (EKB-569),-843.0
2288,Crenolanib,PHA-665752,-941.0
2289,Crenolanib,PHT-427,-952.0
2290,Crenolanib,PI-103,-931.0
2291,Crenolanib,PLX-4720,-905.0
2292,Crenolanib,Ponatinib (AP24534),1206.0
2293,Crenolanib,PP242,-1074.0
2294,Crenolanib,PRT062607,-1015.0
2295,Crenolanib,Quizartinib (AC220),1391.0
2296,Crenolanib,RAF265 (CHIR-265),-565.0
2297,Crenolanib,Rapamycin,-1085.0
2298,Crenolanib,Regorafenib (BAY 73-4506),1295.0
2299,Crenolanib,Roscovitine (CYC-202),-905.0
2300,Crenolanib,Ruxolitinib (INCB018424),-597.0
2301,Crenolanib,S31-201,-1166.0
2302,Crenolanib,Saracatinib (AZD0530),-1447.0
2303,Crenolanib,SB-431542,-1062.0
2304,Crenolanib,Selinexor,-696.0
2305,Crenolanib,Selumetinib (AZD6244),-478.0
2306,Crenolanib,SGX-523,-897.0
2307,Crenolanib,SNS-032 (BMS-387032),-1046.0
2308,Crenolanib,Sorafenib,1013.0
2309,Crenolanib,SR9011,-733.0
2310,Crenolanib,Staurosporine,-830.0
2311,Crenolanib,STO609,-398.0
2312,Crenolanib,SU11274,-998.0
2313,Crenolanib,Sunitinib,1521.0
2314,Crenolanib,Tandutinib (MLN518),876.0
2315,Crenolanib,TG100-115,-773.0
2316,Crenolanib,TG101348,-925.0
2317,Crenolanib,Tivozanib (AV-951),-1588.0
2318,Crenolanib,Tofacitinib (CP-690550),-679.0
2319,Crenolanib,Tozasertib (VX-680),862.0
2320,Crenolanib,Trametinib (GSK1120212),-1078.0
2321,Crenolanib,Vandetanib (ZD6474),-702.0
2322,Crenolanib,Vargetef,-1198.0
2323,Crenolanib,Vatalanib (PTK787),838.0
2324,Crenolanib,Vemurafenib (PLX-4032),-771.0
2325,Crenolanib,Venetoclax,-597.0
2326,Crenolanib,Vismodegib (GDC-0449),-832.0
2327,Crenolanib,Volasertib (BI-6727),-483.0
2328,Crenolanib,VX-745,-728.0
2329,Crenolanib,XAV-939,-375.0
2330,Crenolanib,YM-155,-392.0
2331,Crizotinib (PF-2341066),CYT387,-1838.0
2332,Crizotinib (PF-2341066),Dasatinib,-1705.0
2333,Crizotinib (PF-2341066),DBZ,-635.0
2334,Crizotinib (PF-2341066),Doramapimod (BIRB 796),-1488.0
2335,Crizotinib (PF-2341066),Dovitinib (CHIR-258),-996.0
2336,Crizotinib (PF-2341066),Elesclomol,-1590.0
2337,Crizotinib (PF-2341066),Entospletinib (GS-9973),-1352.0
2338,Crizotinib (PF-2341066),Entrectinib,353.0
2339,Crizotinib (PF-2341066),Erlotinib,-659.0
